序,產品代號,品名,單價,體積,廠牌,長,寬,高,種類,葷素,重量(g),"輸入格式(序,產品代碼+品名,單價,體積,種類)"
320,I4-8,《廣達香》香辣肉醬(160g*3罐/組),111,843.75,廣達香,22.5,7.5,5,罐頭_肉醬_多入裝,葷食,480,320_I4-8《廣達香》香辣肉醬(160g*3罐/組)_111_843.75_罐頭_肉醬_多入裝
321,I5-1,《大茂》大土豆麵筋(170g*3罐),69,808.5,大茂,21,7,5.5,罐頭_麵筋_多入裝,素食,510,321_I5-1《大茂》大土豆麵筋(170g*3罐)_69_808.5_罐頭_麵筋_多入裝
322,I5-2,《金蘭》花生麵筋(380g*2 瓶/組),99,1098.5,金蘭,13,6.5,13,罐頭_麵筋_多入裝,素食,760,322_I5-2《金蘭》花生麵筋(380g*2 瓶/組)_99_1098.5_罐頭_麵筋_多入裝
323,I5-3,《金蘭》香菇麵筋(380g*2 瓶/組),97,1098.5,金蘭,13,6.5,13,罐頭_麵筋_多入裝,素食,760,323_I5-3《金蘭》香菇麵筋(380g*2 瓶/組)_97_1098.5_罐頭_麵筋_多入裝
325,I5-5,《青葉》超Ｑ麵筋(170g*3罐/組),55,539,青葉,14,7,5.5,罐頭_麵筋_多入裝,素食,510,325_I5-5《青葉》超Ｑ麵筋(170g*3罐/組)_55_539_罐頭_麵筋_多入裝
327,I5-7,《飯友》金菇麵筋(150g*3),69,867,飯友,25.5,8.5,4,罐頭_麵筋_多入裝,素食,450,327_I5-7《飯友》金菇麵筋(150g*3)_69_867_罐頭_麵筋_多入裝
328,I5-8,《飯友》飯友開味三寶(150g*3罐/組),70,867,飯友,25.5,8.5,4,罐頭_麵筋_多入裝,素食,450,328_I5-8《飯友》飯友開味三寶(150g*3罐/組)_70_867_罐頭_麵筋_多入裝
329,I5-9,《愛之味》土豆麵筋(170g*3罐/組),95,1176,愛之味,21,7,8,罐頭_麵筋_多入裝,素食,510,329_I5-9《愛之味》土豆麵筋(170g*3罐/組)_95_1176_罐頭_麵筋_多入裝
330,J1-1,《大西洋》蘋果西打(2000ml罐),40,3569.5,大西洋,11,11,29.5,飲料_汽水_家庭號,素食,2000,330_J1-1《大西洋》蘋果西打(2000ml罐)_40_3569.5_飲料_汽水_家庭號
331,J1-2,《可口可樂》原味(2000ml罐),41,3000,可口可樂,10,10,30,飲料_汽水_家庭號,素食,2000,331_J1-2《可口可樂》原味(2000ml罐)_41_3000_飲料_汽水_家庭號
332,J1-3,《可口可樂》Zero(2000ml罐),41,3000,可口可樂,10,10,30,飲料_汽水_家庭號,素食,2000,332_J1-3《可口可樂》Zero(2000ml罐)_41_3000_飲料_汽水_家庭號
339,J1-10,《黑松》沙士-加鹽(2000ml罐),42,3569.5,黑松,11,11,29.5,飲料_汽水_家庭號,素食,2000,339_J1-10《黑松》沙士-加鹽(2000ml罐)_42_3569.5_飲料_汽水_家庭號
340,J1-11,《黑松》汽水(2000ml罐),42,3569.5,黑松,11,11,29.5,飲料_汽水_家庭號,素食,2000,340_J1-11《黑松》汽水(2000ml罐)_42_3569.5_飲料_汽水_家庭號
341,J1-12,《維大力》汽水(2000ml罐),37,3569.5,維大力,11,11,29.5,飲料_汽水_家庭號,素食,2000,341_J1-12《維大力》汽水(2000ml罐)_37_3569.5_飲料_汽水_家庭號
344,J1-15,《古道》 綠茶-茉莉香 (2000ml/瓶),38,2700,真口味食品,10,9,30,飲料_汽水_家庭號,素食,2000,344_J1-15《古道》 綠茶-茉莉香 (2000ml/瓶)_38_2700_飲料_汽水_家庭號
345,J1-16,《古道》 梅子綠茶 (2000ml/瓶),35,2700,真口味食品,10,9,30,飲料_汽水_家庭號,素食,2000,345_J1-16《古道》 梅子綠茶 (2000ml/瓶)_35_2700_飲料_汽水_家庭號
347,J1-18,《悅氏》 油切綠茶 (2000ml/瓶),34,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,347_J1-18《悅氏》 油切綠茶 (2000ml/瓶)_34_2422.5_飲料_汽水_家庭號
348,J1-19,《悅氏》 梅子綠茶 (2000ml/瓶),34,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,348_J1-19《悅氏》 梅子綠茶 (2000ml/瓶)_34_2422.5_飲料_汽水_家庭號
349,J1-20,《悅氏》 茶花綠茶 (2000ml/瓶),34,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,349_J1-20《悅氏》 茶花綠茶 (2000ml/瓶)_34_2422.5_飲料_汽水_家庭號
350,J1-21,《悅氏》 礦泉綠茶 (2000ml/瓶),33,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,350_J1-21《悅氏》 礦泉綠茶 (2000ml/瓶)_33_2422.5_飲料_汽水_家庭號
354,J1-25,《悅氏》 青草茶 (2000ml/瓶),34,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,354_J1-25《悅氏》 青草茶 (2000ml/瓶)_34_2422.5_飲料_汽水_家庭號
355,J1-26,《悅氏》 麥仔茶 (2000ml/瓶),34,2422.5,名牌食品,9.5,8.5,30,飲料_汽水_家庭號,素食,2000,355_J1-26《悅氏》 麥仔茶 (2000ml/瓶)_34_2422.5_飲料_汽水_家庭號
356,J2-1,《泰山》八寶粥(375*6罐/組),133,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,2250,356_J2-1《泰山》八寶粥(375*6罐/組)_133_2592_飲料_甜品_多入裝
357,J2-2,《泰山》仙草蜜(330gx6罐/組),82,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,1980,357_J2-2《泰山》仙草蜜(330gx6罐/組)_82_2592_飲料_甜品_多入裝
358,J2-3,《泰山》台灣花生湯(330gx6入//組),161,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,1980,358_J2-3《泰山》台灣花生湯(330gx6入//組)_161_2592_飲料_甜品_多入裝
359,J2-4,《泰山》花生仁湯(320g*6罐/組),159,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,1920,359_J2-4《泰山》花生仁湯(320g*6罐/組)_159_2592_飲料_甜品_多入裝
360,J2-5,《泰山》珍珠薏仁饌(330g*6罐/組),153,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,1980,360_J2-5《泰山》珍珠薏仁饌(330g*6罐/組)_153_2592_飲料_甜品_多入裝
361,J2-6,《泰山》紅八寶(340gx6罐/組),154,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,2040,361_J2-6《泰山》紅八寶(340gx6罐/組)_154_2592_飲料_甜品_多入裝
362,J2-7,《泰山》泰山仙草凍255g*6,130,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,1530,362_J2-7《泰山》泰山仙草凍255g*6_130_2592_飲料_甜品_多入裝
363,J2-8,《泰山》紫米紅豆湯(330g*6罐/組),149,2592,泰山,18,12,12,飲料_甜品_多入裝,素食,1980,363_J2-8《泰山》紫米紅豆湯(330g*6罐/組)_149_2592_飲料_甜品_多入裝
373,J2-18,《愛之味》綠豆意人爽(340gx6罐/組),172,2592,愛之味,18,12,12,飲料_甜品_多入裝,素食,2040,373_J2-18《愛之味》綠豆意人爽(340gx6罐/組)_172_2592_飲料_甜品_多入裝
378,J2-23,《生活》泡沫百香綠茶?(250mlx6包/組),38,1824,生活,19,8,12,飲料_甜品_多入裝,素食,1637,378_J2-23《生活》泡沫百香綠茶?(250mlx6包/組)_38_1824_飲料_甜品_多入裝
388,J2-33,《光泉》茉莉茶園-茉香柚茶?(245ml*6包/組),42,1824,光泉,19,8,12,飲料_甜品_多入裝,素食,1626,388_J2-33《光泉》茉莉茶園-茉香柚茶?(245ml*6包/組)_42_1824_飲料_甜品_多入裝
393,J2-38,《阿薩姆》奶茶?(250mlx6包/組),42,1750.28,阿薩姆,23.5,7.6,9.8,飲料_甜品_多入裝,素食,1637,393_J2-38《阿薩姆》奶茶?(250mlx6包/組)_42_1750.28_飲料_甜品_多入裝
394,J2-39,《阿薩姆》奶茶?(350mlx6包/組),84,1184.65,阿薩姆,14.5,9.5,8.6,飲料_甜品_多入裝,素食,1637,394_J2-39《阿薩姆》奶茶?(350mlx6包/組)_84_1184.65_飲料_甜品_多入裝
395,J2-40,《統一》麥香奶茶?(250ml*6包/組),46,1824,統一,19,8,12,飲料_甜品_多入裝,素食,1637,395_J2-40《統一》麥香奶茶?(250ml*6包/組)_46_1824_飲料_甜品_多入裝
397,J2-42,《愛之味》麥仔茶?(250ml*6包/組),42,1824,愛之味,19,8,12,飲料_甜品_多入裝,素食,1637,397_J2-42《愛之味》麥仔茶?(250ml*6包/組)_42_1824_飲料_甜品_多入裝
398,J2-43,《A+COCO》?椰活100%純椰子水(330ml*6罐),140,4068.96,A+COCO,19.6,12,17.3,飲料_甜品_多入裝,素食,2118,398_J2-43《A+COCO》?椰活100%純椰子水(330ml*6罐)_140_4068.96_飲料_甜品_多入裝
399,J2-44,《半天水》?鮮剖100%純椰子汁520ml*3罐/組?(520ml*3罐/組),109,2034.48,半天水,19.6,6,17.3,飲料_甜品_多入裝,素食,1804,399_J2-44《半天水》?鮮剖100%純椰子汁520ml*3罐/組?(520ml*3罐/組)_109_2034.48_飲料_甜品_多入裝
400,J2-45,《光泉》?正庄楊桃汁?(250ml*6包/組),46,1824,光泉,19,8,12,飲料_甜品_多入裝,素食,1637,400_J2-45《光泉》?正庄楊桃汁?(250ml*6包/組)_46_1824_飲料_甜品_多入裝
410,J2-55,《黑松》?葡萄C?(300mlx6包/組),50,1824,黑松,19,8,12,飲料_甜品_多入裝,素食,1965,410_J2-55《黑松》?葡萄C?(300mlx6包/組)_50_1824_飲料_甜品_多入裝
411,J2-56,《黑松》?蜜桃C?(300mlx6包/組),51,1824,黑松,19,8,12,飲料_甜品_多入裝,素食,1965,411_J2-56《黑松》?蜜桃C?(300mlx6包/組)_51_1824_飲料_甜品_多入裝
412,J2-57,《愛之味》?莎莎亞椰奶?(250ml*6包/組),90,1824,愛之味,19,8,12,飲料_甜品_多入裝,素食,1629,412_J2-57《愛之味》?莎莎亞椰奶?(250ml*6包/組)_90_1824_飲料_甜品_多入裝
413,J2-58,《義美》小寶吉純汁-葡萄?(125cc*6包/組),62,849.02,義美,14.4,8.8,6.7,飲料_甜品_多入裝,素食,854,413_J2-58《義美》小寶吉純汁-葡萄?(125cc*6包/組)_62_849.024_飲料_甜品_多入裝
414,J2-59,《義美》?小寶吉純汁-蘋果?(125cc*6包/組),62,849.02,義美,14.4,8.8,6.7,飲料_甜品_多入裝,素食,854,414_J2-59《義美》?小寶吉純汁-蘋果?(125cc*6包/組)_62_849.024_飲料_甜品_多入裝
415,J2-60,《義美》?寶吉純果汁- 柳橙綜合(125ml*6包/組),65,849.02,義美,14.4,8.8,6.7,飲料_甜品_多入裝,素食,854,415_J2-60《義美》?寶吉純果汁- 柳橙綜合(125ml*6包/組)_65_849.024_飲料_甜品_多入裝
424,J2-69,《雪碧》雪碧汽水(330ml罐),75,1014,可口可樂,6.5,13,12,飲料_甜品_多入裝,素食,353,424_J2-69《雪碧》雪碧汽水(330ml罐)_75_1014_飲料_甜品_多入裝
428,J2-73,《黑松》沙士(330ml罐),72,1014,黑松,6.5,13,12,飲料_甜品_多入裝,素食,353,428_J2-73《黑松》沙士(330ml罐)_72_1014_飲料_甜品_多入裝
432,J2-77,《維大力》汽水(330ml瓶),72,1014,維大力,6.5,13,12,飲料_甜品_多入裝,素食,353,432_J2-77《維大力》汽水(330ml瓶)_72_1014_飲料_甜品_多入裝
434,K1-1,《味丹》味味A冬菜鴨肉冬粉(60gx3碗/組),55,4704,味丹,42,14,8,泡麵_家庭號,葷食,180,434_K1-1《味丹》味味A冬菜鴨肉冬粉(60gx3碗/組)_55_4704_泡麵_家庭號
435,K1-2,《味丹》味味A排骨雞麵(90gx3碗/組),55,4704,味丹,42,14,8,泡麵_家庭號,葷食,270,435_K1-2《味丹》味味A排骨雞麵(90gx3碗/組)_55_4704_泡麵_家庭號
436,K1-3,《味丹》味味一品皇朝牛筋麵(185gx2入/組),82,4704,味丹,42,14,8,泡麵_家庭號,葷食,370,436_K1-3《味丹》味味一品皇朝牛筋麵(185gx2入/組)_82_4704_泡麵_家庭號
439,K1-6,《味丹》味味一品極品紅燒牛肉麵(178g*2入/組),82,4704,味丹,42,14,8,泡麵_家庭號,葷食,356,439_K1-6《味丹》味味一品極品紅燒牛肉麵(178g*2入/組)_82_4704_泡麵_家庭號
440,K1-7,《味丹》雙響泡火山岩燒豚骨湯麵(110g*3桶/組),78,4704,味丹,42,14,8,泡麵_家庭號,葷食,330,440_K1-7《味丹》雙響泡火山岩燒豚骨湯麵(110g*3桶/組)_78_4704_泡麵_家庭號
441,K1-8,《味丹》雙響泡京醬牛肉桶麵(105gx3桶/組),74,4704,味丹,42,14,8,泡麵_家庭號,葷食,315,441_K1-8《味丹》雙響泡京醬牛肉桶麵(105gx3桶/組)_74_4704_泡麵_家庭號
442,K1-9,《味丹》雙響泡哈燒鮮辣牛肉湯麵(109g*3桶/組),78,4704,味丹,42,14,8,泡麵_家庭號,葷食,327,442_K1-9《味丹》雙響泡哈燒鮮辣牛肉湯麵(109g*3桶/組)_78_4704_泡麵_家庭號
453,K1-20,《維力》大乾麵老北京炸醬麵(113gx2碗/組),48,5206.25,維力,35,17.5,8.5,泡麵_家庭號,葷食,226,453_K1-20《維力》大乾麵老北京炸醬麵(113gx2碗/組)_48_5206.25_泡麵_家庭號
457,K1-24,《維力》中華特餐桶-蔥燒牛肉麵(145g*2入/組),70,4075.5,維力,28.5,13,11,泡麵_家庭號,葷食,290,457_K1-24《維力》中華特餐桶-蔥燒牛肉麵(145g*2入/組)_70_4075.5_泡麵_家庭號
458,K1-25,《維力》炸醬桶麵(90gx3桶/組),54,4704,維力,42,14,8,泡麵_家庭號,葷食,270,458_K1-25《維力》炸醬桶麵(90gx3桶/組)_54_4704_泡麵_家庭號
462,K1-29,《雙響泡》勁濃豬肉湯麵(106g*3/組),80,6277.11,雙響泡,42.1,14.2,10.5,泡麵_家庭號,葷食,318,462_K1-29《雙響泡》勁濃豬肉湯麵(106g*3/組)_80_6277.11_泡麵_家庭號
463,L1-1,《小老板》厚片海苔-原味(36g/包,55,1330,小老板,14,5,19,餅乾_堅果海苔,素食,36,463_L1-1《小老板》厚片海苔-原味(36g/包_55_1330_餅乾_堅果海苔
464,L1-2,《小老板》厚片海苔-辣味(36g/包,55,1330,小老板,14,5,19,餅乾_堅果海苔,素食,36,464_L1-2《小老板》厚片海苔-辣味(36g/包_55_1330_餅乾_堅果海苔
466,L1-4,《高岡屋》燒海苔(半切)(25.2g/包),65,598,高岡屋,23,2,13,餅乾_堅果海苔,素食,25,466_L1-4《高岡屋》燒海苔(半切)(25.2g/包)_65_598_餅乾_堅果海苔
490,L1-28,《義美》芥末豌豆(151公克/包),40,1564,義美,17,4,23,餅乾_堅果海苔,葷食,151,490_L1-28《義美》芥末豌豆(151公克/包)_40_1564_餅乾_堅果海苔
491,L1-29,《義美》鹹酥碗豆(151g/包),40,1564,義美,17,4,23,餅乾_堅果海苔,素食,151,491_L1-29《義美》鹹酥碗豆(151g/包)_40_1564_餅乾_堅果海苔
495,L1-33,《義美》核桃杏仁(114g/包),83,682.5,義美,13,15,3.5,餅乾_堅果海苔,素食,114,495_L1-33《義美》核桃杏仁(114g/包)_83_682.5_餅乾_堅果海苔
498,L1-36,《義美》蜜汁腰果(108g/包),80,682.5,義美,13,15,3.5,餅乾_堅果海苔,葷食,108,498_L1-36《義美》蜜汁腰果(108g/包)_80_682.5_餅乾_堅果海苔
500,L1-38,《嘉禾》大蠶豆(450g/包),69,1748,嘉禾,19,23,4,餅乾_堅果海苔,葷食,450,500_L1-38《嘉禾》大蠶豆(450g/包)_69_1748_餅乾_堅果海苔
510,L1-48,《萬歲牌》和風咖哩榛果(120公克/包),100,682.5,聯華,13,3.5,15,餅乾_堅果海苔,葷食,120,510_L1-48《萬歲牌》和風咖哩榛果(120公克/包)_100_682.5_餅乾_堅果海苔
511,L1-49,《萬歲牌》麻辣腰果(160g/包),105,682.5,聯華,13,3.5,15,餅乾_堅果海苔,葷食,160,511_L1-49《萬歲牌》麻辣腰果(160g/包)_105_682.5_餅乾_堅果海苔
516,L1-54,《萬歲牌》薄鹽烘焙核桃(130g/包),98,682.5,聯華,13,3.5,15,餅乾_堅果海苔,素食,130,516_L1-54《萬歲牌》薄鹽烘焙核桃(130g/包)_98_682.5_餅乾_堅果海苔
518,L1-56,《萬歲牌》無調味杏仁果(200g/包),145,685.13,聯華,13.5,3.5,14.5,餅乾_堅果海苔,素食,200,518_L1-56《萬歲牌》無調味杏仁果(200g/包)_145_685.125_餅乾_堅果海苔
519,L1-57,《萬歲牌》無調味腰果(180g/包),145,685.13,聯華,13.5,3.5,14.5,餅乾_堅果海苔,素食,180,519_L1-57《萬歲牌》無調味腰果(180g/包)_145_685.125_餅乾_堅果海苔
520,L1-58,《萬歲牌》無調味核桃杏仁(180公克/包),145,685.13,聯華,13.5,3.5,14.5,餅乾_堅果海苔,素食,180,520_L1-58《萬歲牌》無調味核桃杏仁(180公克/包)_145_685.125_餅乾_堅果海苔
521,L1-59,《萬歲牌》無調味綜合果(180g/包),145,685.13,聯華,13.5,3.5,14.5,餅乾_堅果海苔,素食,180,521_L1-59《萬歲牌》無調味綜合果(180g/包)_145_685.125_餅乾_堅果海苔
522,L2-1,《Lay's樂事》樂多組合包(237g(5包)/袋),79,6300,Lay's樂事,30,30,7,餅乾_組合包,葷食,237,522_L2-1《Lay's樂事》樂多組合包(237g(5包)/袋)_79_6300_餅乾_組合包
523,L2-2,《Lay's樂事》享樂包(189g(6包)/袋),45,6300,Lay's樂事,30,30,7,餅乾_組合包,葷食,189,523_L2-2《Lay's樂事》享樂包(189g(6包)/袋)_45_6300_餅乾_組合包
524,L2-3,《Lay's樂事》波樂厚片組合包(43gx4包/袋),58,4680,Lay's樂事,12,13,30,餅乾_組合包,葷食,172,524_L2-3《Lay's樂事》波樂厚片組合包(43gx4包/袋)_58_4680_餅乾_組合包
530,L2-9,《乖乖》四入彎仔包(208g/袋),62,4680,乖乖,12,13,30,餅乾_組合包,葷食,208,530_L2-9《乖乖》四入彎仔包(208g/袋)_62_4680_餅乾_組合包
531,L2-10,《乖乖》奶油椰子(52g*4包/組),60,4680,乖乖,12,13,30,餅乾_組合包,葷食,208,531_L2-10《乖乖》奶油椰子(52g*4包/組)_60_4680_餅乾_組合包
534,L2-13,《旺旺》燒米屋(350g/包),99,6887.5,旺旺,25,29,9.5,餅乾_組合包,素食,350,534_L2-13《旺旺》燒米屋(350g/包)_99_6887.5_餅乾_組合包
544,L2-23,《旺旺》雪燒(170g/包),39,2125,旺旺,17,5,25,餅乾_組合包,素食,170,544_L2-23《旺旺》雪燒(170g/包)_39_2125_餅乾_組合包
545,L2-24,《旺旺》米起司(2枚*18入),36,1748,旺旺,23,4,19,餅乾_組合包,葷食,36,545_L2-24《旺旺》米起司(2枚*18入)_36_1748_餅乾_組合包
548,L2-27,《裕榮》蝦味先家族組合包(4包),52,4680,裕榮,12,13,30,餅乾_組合包,葷食,240,548_L2-27《裕榮》蝦味先家族組合包(4包)_52_4680_餅乾_組合包
549,L2-28,《裕榮》蝦味先綜合包(60公克x4入/組),54,4680,裕榮,12,13,30,餅乾_組合包,葷食,240,549_L2-28《裕榮》蝦味先綜合包(60公克x4入/組)_54_4680_餅乾_組合包
551,L2-30,《聯華》卡迪那德州薯條量販包(42gx4包/袋),65,6300,聯華,30,30,7,餅乾_組合包,葷食,168,551_L2-30《聯華》卡迪那德州薯條量販包(42gx4包/袋)_65_6300_餅乾_組合包
554,L2-33,《聯華》可樂果量販包-辣味(57g*4包/袋),58,6300,聯華,30,30,7,餅乾_組合包,葷食,228,554_L2-33《聯華》可樂果量販包-辣味(57g*4包/袋)_58_6300_餅乾_組合包
555,L3-1,《HAITAI》海太蘇打餅(162g/盒),42,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,162,555_L3-1《HAITAI》海太蘇打餅(162g/盒)_42_1518_餅乾_蘇打餅
556,L3-2,《HAITAI》海太蔬菜營養餅乾(194g/盒),49,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,194,556_L3-2《HAITAI》海太蔬菜營養餅乾(194g/盒)_49_1518_餅乾_蘇打餅
557,L3-3,《HAITAI》海太加鈣營養餅(197g/盒),49,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,197,557_L3-3《HAITAI》海太加鈣營養餅(197g/盒)_49_1518_餅乾_蘇打餅
559,L3-5,《HAITAI》海太加鈣杏仁餅(133g),49,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,133,559_L3-5《HAITAI》海太加鈣杏仁餅(133g)_49_1518_餅乾_蘇打餅
561,L3-7,《HAITAI》海太牧場鮮乳餅(162g/盒),49,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,162,561_L3-7《HAITAI》海太牧場鮮乳餅(162g/盒)_49_1518_餅乾_蘇打餅
563,L3-9,《中立》椒鹽餅乾(175g/包),33,918,中立,8.5,6,18,餅乾_蘇打餅,葷食,175,563_L3-9《中立》椒鹽餅乾(175g/包)_33_918_餅乾_蘇打餅
564,L3-10,《中祥》麥穗蘇打(160g/包),23,880,中祥,11,5,16,餅乾_蘇打餅,葷食,160,564_L3-10《中祥》麥穗蘇打(160g/包)_23_880_餅乾_蘇打餅
565,L3-11,《中祥》自然?鹽(120g/包),36,1440,中祥,20,9,8,餅乾_蘇打餅,葷食,120,565_L3-11《中祥》自然?鹽(120g/包)_36_1440_餅乾_蘇打餅
580,L3-26,《義美》穀物蘇打餅(270/盒),69,2762.5,義美,17,6.5,25,餅乾_蘇打餅,葷食,270,580_L3-26《義美》穀物蘇打餅(270/盒)_69_2762.5_餅乾_蘇打餅
581,L3-27,《優龍》ACE小麥胚芽餅(200g/盒),55,1391.5,優龍,23,5.5,11,餅乾_蘇打餅,葷食,200,581_L3-27《優龍》ACE小麥胚芽餅(200g/盒)_55_1391.5_餅乾_蘇打餅
582,L3-28,《優龍》迷你蘇打餅乾(128g/盒),55,1391.5,優龍,23,5.5,11,餅乾_蘇打餅,葷食,128,582_L3-28《優龍》迷你蘇打餅乾(128g/盒)_55_1391.5_餅乾_蘇打餅
583,L3-29,《優龍》ACE竹鹽蘇打餅乾(149g),50,1391.5,優龍,23,5.5,11,餅乾_蘇打餅,葷食,149,583_L3-29《優龍》ACE竹鹽蘇打餅乾(149g)_50_1391.5_餅乾_蘇打餅
584,L4-1,《Lay's樂事》樂事波樂九州岩燒海苔洋芋片(97g/包),35,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,97,584_L4-1《Lay's樂事》樂事波樂九州岩燒海苔洋芋片(97g/包)_35_2625_餅乾_洋芋片
585,L4-2,《Lay's樂事》泰國狠辣香炒蟹洋芋片(97g/包),35,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,97,585_L4-2《Lay's樂事》泰國狠辣香炒蟹洋芋片(97g/包)_35_2625_餅乾_洋芋片
593,L4-10,《Lay's樂事》美國經典原味(97g/包),35,2625,Lay's樂事,15,7,25,餅乾_洋芋片,素食,97,593_L4-10《Lay's樂事》美國經典原味(97g/包)_35_2625_餅乾_洋芋片
595,L4-12,《Lay's樂事》泰國狠辣香炒蟹派對分享包(150g/包),55,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,150,595_L4-12《Lay's樂事》泰國狠辣香炒蟹派對分享包(150g/包)_55_2625_餅乾_洋芋片
599,L4-16,《Lay's樂事》美國經典原味派對分享包(150g/包),55,2625,Lay's樂事,15,7,25,餅乾_洋芋片,素食,150,599_L4-16《Lay's樂事》美國經典原味派對分享包(150g/包)_55_2625_餅乾_洋芋片
603,L4-20,《湖池屋》卡辣姆久-卡辣海苔洋芋片(82g/包),33,4104,湖池屋,19,8,27,餅乾_洋芋片,葷食,82,603_L4-20《湖池屋》卡辣姆久-卡辣海苔洋芋片(82g/包)_33_4104_餅乾_洋芋片
604,L4-21,《湖池屋》卡辣姆久洋芋片(82g/包),39,4104,湖池屋,19,8,27,餅乾_洋芋片,素食,82,604_L4-21《湖池屋》卡辣姆久洋芋片(82g/包)_39_4104_餅乾_洋芋片
608,L4-25,《華元》波的多洋芋片-黑胡椒牛排(82g/包),33,2625,華元,15,7,25,餅乾_洋芋片,葷食,82,608_L4-25《華元》波的多洋芋片-黑胡椒牛排(82g/包)_33_2625_餅乾_洋芋片
611,L4-28,《華元》波的多歡樂派對包-蚵仔煎辣味(180g/包),59,2625,華元,15,7,25,餅乾_洋芋片,葷食,180,611_L4-28《華元》波的多歡樂派對包-蚵仔煎辣味(180g/包)_59_2625_餅乾_洋芋片
612,L4-29,《華元》真魷味紅燒(105g/包),33,2625,華元,15,7,25,餅乾_洋芋片,葷食,105,612_L4-29《華元》真魷味紅燒(105g/包)_33_2625_餅乾_洋芋片
621,L4-38,《Pringles》品客洋芋片-原味(134公克/罐),49,1376,品客,8,8,21.5,餅乾_洋芋片,葷食,134,621_L4-38《Pringles》品客洋芋片-原味(134公克/罐)_49_1376_餅乾_洋芋片
623,L4-40,《Pringles》品客洋芋片-香辣口味(134公克/罐),53,1376,品客,8,8,21.5,餅乾_洋芋片,葷食,134,623_L4-40《Pringles》品客洋芋片-香辣口味(134公克/罐)_53_1376_餅乾_洋芋片
624,L4-41,《Pringles》品客洋芋片-香濃起司口味(134公克/罐,49,1376,品客,8,8,21.5,餅乾_洋芋片,葷食,134,624_L4-41《Pringles》品客洋芋片-香濃起司口味(134公克/罐_49_1376_餅乾_洋芋片
626,L4-43,《Jacker》傑可洋芋片-蕃茄(160g/罐),49,1376,Jacker洋芋,8,8,21.5,餅乾_洋芋片,葷食,160,626_L4-43《Jacker》傑可洋芋片-蕃茄(160g/罐)_49_1376_餅乾_洋芋片
627,L4-44,《Jacker》傑可洋芋片-起司味(160g/罐),49,1376,Jacker洋芋,8,8,21.5,餅乾_洋芋片,葷食,160,627_L4-44《Jacker》傑可洋芋片-起司味(160g/罐)_49_1376_餅乾_洋芋片
628,L4-45,《Jacker》傑可洋芋片-酸奶洋蔥味(160g/罐),49,1376,Jacker洋芋,8,8,21.5,餅乾_洋芋片,葷食,160,628_L4-45《Jacker》傑可洋芋片-酸奶洋蔥味(160g/罐)_49_1376_餅乾_洋芋片
634,L4-51,《Lay's樂事》家庭號韓式香辣洋芋片(260g/盒),79,2310,Lay's樂事,21,5.5,20,餅乾_洋芋片,葷食,260,634_L4-51《Lay's樂事》家庭號韓式香辣洋芋片(260g/盒)_79_2310_餅乾_洋芋片
635,L4-52,《Lay's樂事》家庭號原味洋芋片(260g/盒),79,2310,Lay's樂事,21,5.5,20,餅乾_洋芋片,葷食,260,635_L4-52《Lay's樂事》家庭號原味洋芋片(260g/盒)_79_2310_餅乾_洋芋片
638,L4-55,《Lay's樂事》家庭號爆濃起司洋芋片(260g/盒),79,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,260,638_L4-55《Lay's樂事》家庭號爆濃起司洋芋片(260g/盒)_79_2625_餅乾_洋芋片
640,L5-2,《LOTTE》樂天蛋黃派(23gx6包/盒),59,1394.25,LOTTE樂天,13,5.5,19.5,餅乾_中西小點,葷食,138,640_L5-2《LOTTE》樂天蛋黃派(23gx6包/盒)_59_1394.25_餅乾_中西小點
641,L5-3,《LOTTE》樂天巧克力派(336g/包),72,750,LOTTE樂天,15,5,10,餅乾_中西小點,葷食,336,641_L5-3《LOTTE》樂天巧克力派(336g/包)_72_750_餅乾_中西小點
