序,產品代號,品名,單價,體積,廠牌,長,寬,高,種類,葷素,重量(g),"輸入格式(序,產品代碼+品名,單價,體積,種類)"
52,B1-43,《三好》十六穀米(1.2kg/包),135,1155,三好,11,7,15,米,素食,1200,52_B1-43《三好》十六穀米(1.2kg/包)_135_1155_米
53,B1-44,《三好》秋收免浸糙米(1.5kg/包),84,1620,三好,30,3,18,米,素食,1500,53_B1-44《三好》秋收免浸糙米(1.5kg/包)_84_1620_米
54,B1-45,《三好》鴨田長秈糙米(1.5kg/包),152,1890,三好,15,6,21,米,素食,1500,54_B1-45《三好》鴨田長秈糙米(1.5kg/包)_152_1890_米
55,B1-46,《三好》鴨田胚芽糙米(1.5kg/包),165,1890,三好,15,6,21,米,素食,1500,55_B1-46《三好》鴨田胚芽糙米(1.5kg/包)_165_1890_米
56,B1-47,《三好》養生五穀米(1.8kg/包),145,1890,三好,15,6,21,米,素食,1800,56_B1-47《三好》養生五穀米(1.8kg/包)_145_1890_米
57,B1-48,《三好》台梗九號免浸糙米(2kg/包),129,2160,三好,15,9,16,米,素食,2000,57_B1-48《三好》台梗九號免浸糙米(2kg/包)_129_2160_米
62,B1-53,《天生好米》月之糙米(1.8kg/包),99,1596,天生好米,19,3,28,米,素食,1800,62_B1-53《天生好米》月之糙米(1.8kg/包)_99_1596_米
63,B1-54,《天生好米》養生糙米(2kg/包),149,2250,天生好米,15,5,30,米,素食,2000,63_B1-54《天生好米》養生糙米(2kg/包)_149_2250_米
64,B1-55,《關山農會》關山糙米(2kg/包),165,2320,關山農會,20,4,29,米,素食,2000,64_B1-55《關山農會》關山糙米(2kg/包)_165_2320_米
65,B1-56,《關山農會》關山胚芽米(2kg/包),170,1740,關山農會,20,3,29,米,素食,2000,65_B1-56《關山農會》關山胚芽米(2kg/包)_170_1740_米
66,B1-57,《中興》鍾愛一生養生十穀米(1.2kg/包),139,1408,中興,8,11,16,米,素食,1200,66_B1-57《中興》鍾愛一生養生十穀米(1.2kg/包)_139_1408_米
67,B1-58,《中興》鴨禾糙米(1.5kg/包),145,1530,中興,17,6,15,米,素食,1500,67_B1-58《中興》鴨禾糙米(1.5kg/包)_145_1530_米
68,B1-59,《中興》糙米(2kg/包),99,2079,中興,21,3,33,米,素食,2000,68_B1-59《中興》糙米(2kg/包)_99_2079_米
69,B1-60,《中興》胚芽米(2kg),89,1783.5,中興,20.5,3,29,米,素食,2000,69_B1-60《中興》胚芽米(2kg)_89_1783.5_米
70,B1-61,《銀川》有機糙米(1.5kg/包),223,1900,銀川,19,4,25,米,素食,1500,70_B1-61《銀川》有機糙米(1.5kg/包)_223_1900_米
73,B1-64,《皇家榖堡》糙米(2.5kg/包),149,1600,皇家榖堡,16,5,20,米,素食,2500,73_B1-64《皇家榖堡》糙米(2.5kg/包)_149_1600_米
74,C1-1,《丸莊》松級蔭油(500ml/瓶),105,990,丸莊,6,6,27.5,醬油,素食,908,74_C1-1《丸莊》松級蔭油(500ml/瓶)_105_990_醬油
75,C1-2,《丸莊》極品黑豆蔭油清(300ml/瓶),79,648,丸莊,6,6,18,醬油,素食,612,75_C1-2《丸莊》極品黑豆蔭油清(300ml/瓶)_79_648_醬油
76,C1-3,《丸莊》極品蔭油膏(350g/瓶),79,648,丸莊,6,6,18,醬油,素食,350,76_C1-3《丸莊》極品蔭油膏(350g/瓶)_79_648_醬油
77,C1-4,《大同》人級蔭油膏(420ml),53,990,大同,6,6,27.5,醬油,素食,817,77_C1-4《大同》人級蔭油膏(420ml)_53_990_醬油
79,C1-6,《大同》秋菊油膏(420ml),95,990,大同,6,6,27.5,醬油,素食,817,79_C1-6《大同》秋菊油膏(420ml)_95_990_醬油
80,C1-7,《大同》秋菊黑豆油膏(400ml),95,990,大同,6,6,27.5,醬油,素食,817,80_C1-7《大同》秋菊黑豆油膏(400ml)_95_990_醬油
81,C1-8,《大同》秋菊黑豆醬油(400ml),69,990,大同,6,6,27.5,醬油,素食,807,81_C1-8《大同》秋菊黑豆醬油(400ml)_69_990_醬油
87,C1-14,《李錦記》熊貓蠔油(255g),59,559.63,李錦記,5.5,5.5,18.5,醬油,葷食,255,87_C1-14《李錦記》熊貓蠔油(255g)_59_559.625_醬油
88,C1-15,《李錦記》熊貓蠔油(510g),87,918,李錦記,6,6,25.5,醬油,葷食,510,88_C1-15《李錦記》熊貓蠔油(510g)_87_918_醬油
89,C1-16,《李錦記》蒸魚油露(410g),87,954,李錦記,6,6,26.5,醬油,葷食,410,89_C1-16《李錦記》蒸魚油露(410g)_87_954_醬油
90,C1-17,《李錦記》舊庄特級蠔油(255g),95,559.63,李錦記,5.5,5.5,18.5,醬油,葷食,255,90_C1-17《李錦記》舊庄特級蠔油(255g)_95_559.625_醬油
91,C1-18,《李錦記》舊庄特級蠔油(510g),158,918,李錦記,6,6,25.5,醬油,葷食,510,91_C1-18《李錦記》舊庄特級蠔油(510g)_158_918_醬油
93,C1-20,《味王》婦友醬油(1000ml),32,1376,味王,8,8,21.5,醬油,素食,1432,93_C1-20《味王》婦友醬油(1000ml)_32_1376_醬油
94,C1-21,《味王》極品醬油露(750ml),57,1659.38,味王,7.5,7.5,29.5,醬油,素食,750,94_C1-21《味王》極品醬油露(750ml)_57_1659.375_醬油
95,C1-22,《味王》醬油露(1000ml),60,1376,味王,8,8,21.5,醬油,素食,1432,95_C1-22《味王》醬油露(1000ml)_60_1376_醬油
96,C1-23,《金蘭》甘露醬油(295ml/瓶),34,756,金蘭,6,6,21,醬油,素食,561,96_C1-23《金蘭》甘露醬油(295ml/瓶)_34_756_醬油
97,C1-24,《金蘭》甘露醬油(500ml),59,1176,金蘭,7,7,24,醬油,素食,908,97_C1-24《金蘭》甘露醬油(500ml)_59_1176_醬油
98,C1-25,《金蘭》鼓舌醬油(590ml),72,1176,金蘭,7,7,24,醬油,素食,1000,98_C1-25《金蘭》鼓舌醬油(590ml)_72_1176_醬油
99,C1-26,《金蘭》精釀造甘醇油膏(590ml),36,1176,金蘭,7,7,24,醬油,素食,1000,99_C1-26《金蘭》精釀造甘醇油膏(590ml)_36_1176_醬油
100,C1-27,《金蘭》精釀造油膏(590ml),36,1176,金蘭,7,7,24,醬油,素食,1000,100_C1-27《金蘭》精釀造油膏(590ml)_36_1176_醬油
101,C1-28,《金蘭》薄鹽醬油(590ml),55,1176,金蘭,7,7,24,醬油,素食,1000,101_C1-28《金蘭》薄鹽醬油(590ml)_55_1176_醬油
102,C1-29,《金蘭》醬油桌上瓶(148ml/玻璃),33,432,金蘭,6,6,12,醬油,素食,318,102_C1-29《金蘭》醬油桌上瓶(148ml/玻璃)_33_432_醬油
103,C1-30,《統一》四季醬油(870ml),49,1856,統一,8,8,29,醬油,素食,1089,103_C1-30《統一》四季醬油(870ml)_49_1856_醬油
109,C1-36,《萬家香》大吟釀薄鹽醬油(300ml/瓶),45,866.13,萬家香,6.5,6.5,20.5,醬油,素食,565,109_C1-36《萬家香》大吟釀薄鹽醬油(300ml/瓶)_45_866.125_醬油
110,C1-37,《萬家香》大吟釀醬油(300ml/瓶),36,866.13,萬家香,6.5,6.5,20.5,醬油,素食,565,110_C1-37《萬家香》大吟釀醬油(300ml/瓶)_36_866.125_醬油
111,C1-38,《萬家香》大吟釀蠔油(1000ml),65,1878.5,萬家香,8.5,8.5,26,醬油,葷食,1273,111_C1-38《萬家香》大吟釀蠔油(1000ml)_65_1878.5_醬油
112,C1-39,《萬家香》香菇素蠔油(1000ml),64,1878.5,萬家香,8.5,8.5,26,醬油,葷食,1267,112_C1-39《萬家香》香菇素蠔油(1000ml)_64_1878.5_醬油
113,C1-40,《萬家香》香菇素蠔油(300ml),31,756,萬家香,6,6,21,醬油,葷食,649,113_C1-40《萬家香》香菇素蠔油(300ml)_31_756_醬油
114,C1-41,《萬家香》純釀造油膏(360g/瓶),35,1237.5,萬家香,7.5,7.5,22,醬油,素食,360,114_C1-41《萬家香》純釀造油膏(360g/瓶)_35_1237.5_醬油
115,C1-42,《萬家香》壺底油(1000ml),58,1878.5,萬家香,8.5,8.5,26,醬油,素食,1270,115_C1-42《萬家香》壺底油(1000ml)_58_1878.5_醬油
116,D1-1,紅標料理米酒,25,1421,公賣局,7,7,29,米酒,素食,1066,116_D1-1紅標料理米酒_25_1421_米酒
117,D1-2,特級紅標米酒,38,792,公賣局,6,6,22,米酒,素食,554,117_D1-2特級紅標米酒_38_792_米酒
119,D1-4,特級紅標純米酒,45,792,公賣局,6,6,22,米酒,素食,553,119_D1-4特級紅標純米酒_45_792_米酒
120,D1-5,天味米酒,26,1372,天味,7,7,28,米酒,素食,633,120_D1-5天味米酒_26_1372_米酒
122,D1-7,春雨料理米酒,24,1127,國慶,7,7,23,米酒,素食,600,122_D1-7春雨料理米酒_24_1127_米酒
123,E1-1,《台糖》 二號砂糖 (1kg/包),36,504,台糖,9,28,2,糖,素食,1000,123_E1-1《台糖》 二號砂糖 (1kg/包)_36_504_糖
124,E1-2,《台糖》 貳號砂糖 (500g/包),23,633.6,台糖,22,14.4,2,糖,素食,500,124_E1-2《台糖》 貳號砂糖 (500g/包)_23_633.6_糖
125,F1-1,《台鹽》健康減鈉鹽(300g/罐),55,567,台鹽,9,9,7,鹽,素食,300,125_F1-1《台鹽》健康減鈉鹽(300g/罐)_55_567_鹽
126,F1-2,《台鹽》天然超鮮鹽(300g/罐),49,567,台鹽,9,9,7,鹽,素食,300,126_F1-2《台鹽》天然超鮮鹽(300g/罐)_49_567_鹽
127,F1-3,《台鹽》台灣精緻海鹽(300g/罐),49,567,台鹽,9,9,7,鹽,素食,300,127_F1-3《台鹽》台灣精緻海鹽(300g/罐)_49_567_鹽
128,F1-4,《台鹽》健康美味鹽(300g/罐),55,972,台鹽,9,9,12,鹽,素食,300,128_F1-4《台鹽》健康美味鹽(300g/罐)_55_972_鹽
130,F1-6,《台鹽》台灣的鹽(600g/包),27,648,台鹽,12,3,18,鹽,素食,600,130_F1-6《台鹽》台灣的鹽(600g/包)_27_648_鹽
132,F1-8,《台鹽》特級精鹽(1000g/包),19,884,台鹽,13,4,17,鹽,素食,1000,132_F1-8《台鹽》特級精鹽(1000g/包)_19_884_鹽
133,F1-9,《台鹽》高級精鹽(1000g),14,884,台鹽,13,4,17,鹽,素食,1000,133_F1-9《台鹽》高級精鹽(1000g)_14_884_鹽
134,F1-10,《台鹽》健康美味鹽(600g/罐),82,567,台鹽,9,9,7,鹽,素食,600,134_F1-10《台鹽》健康美味鹽(600g/罐)_82_567_鹽
136,F1-12,《天廚》喜馬拉雅山岩鹽細粒(400g/罐),89,608,天廚,8,8,9.5,鹽,素食,400,136_F1-12《天廚》喜馬拉雅山岩鹽細粒(400g/罐)_89_608_鹽
137,F1-13,《天廚》紐西蘭細精鹽(400g/罐),59,608,天廚,8,8,9.5,鹽,素食,400,137_F1-13《天廚》紐西蘭細精鹽(400g/罐)_59_608_鹽
139,F1-15,《Taiwan Yes》深滋味鹽(300g/罐),65,607.5,Taiwan Yes,9,9,7.5,鹽,素食,300,139_F1-15《Taiwan Yes》深滋味鹽(300g/罐)_65_607.5_鹽
140,F1-16,《AJIYO》高級岩鹽(600g/包),26,663,AJIYO,17,13,3,鹽,素食,600,140_F1-16《AJIYO》高級岩鹽(600g/包)_26_663_鹽
142,F1-18,《紐西蘭》日曬海鹽-加碘(350g/罐),79,576,紐西蘭,8,8,9,鹽,素食,350,142_F1-18《紐西蘭》日曬海鹽-加碘(350g/罐)_79_576_鹽
143,F1-19,《統一生機》天然海鹽(300g/罐),55,607.5,統一生機,9,9,7.5,鹽,素食,300,143_F1-19《統一生機》天然海鹽(300g/罐)_55_607.5_鹽
145,G1-1,《日正》台灣媽祖調和米粉(300g),30,2464,日正,16,7,22,冬粉與炊粉,素食,300,145_G1-1《日正》台灣媽祖調和米粉(300g)_30_2464_冬粉與炊粉
146,G1-2,《日正》台灣麵攤粉絲(110g),22,1120,日正,14,5,16,冬粉與炊粉,素食,110,146_G1-2《日正》台灣麵攤粉絲(110g)_22_1120_冬粉與炊粉
148,G1-4,《虎牌》炊粉(350g),35,2898,虎牌,18,7,23,冬粉與炊粉,素食,350,148_G1-4《虎牌》炊粉(350g)_35_2898_冬粉與炊粉
149,G1-5,《金大》佛祖牌新竹調和米粉(200g),39,1176,金大,14,4,21,冬粉與炊粉,素食,200,149_G1-5《金大》佛祖牌新竹調和米粉(200g)_39_1176_冬粉與炊粉
150,G1-6,《揚茂》勝茂媽祖新竹炊粉(270g),28,1840,揚茂,16,5,23,冬粉與炊粉,素食,270,150_G1-6《揚茂》勝茂媽祖新竹炊粉(270g)_28_1840_冬粉與炊粉
154,G1-10,《龍口》冬粉(105g),23,1190,龍口,14,5,17,冬粉與炊粉,素食,105,154_G1-10《龍口》冬粉(105g)_23_1190_冬粉與炊粉
155,G1-11,《龍口》炊粉(250g),25,3105,龍口,15,9,23,冬粉與炊粉,素食,250,155_G1-11《龍口》炊粉(250g)_25_3105_冬粉與炊粉
156,G1-12,《龍口》粉絲(200g),75,1540,龍口,14,5,22,冬粉與炊粉,素食,200,156_G1-12《龍口》粉絲(200g)_75_1540_冬粉與炊粉
157,G1-13,《龍口》新竹炊粉(200g),21,2000,龍口,16,5,25,冬粉與炊粉,素食,200,157_G1-13《龍口》新竹炊粉(200g)_21_2000_冬粉與炊粉
158,G1-14,《龍口》新竹炊粉(400g),59,3240,龍口,15,8,27,冬粉與炊粉,素食,400,158_G1-14《龍口》新竹炊粉(400g)_59_3240_冬粉與炊粉
159,G2-1,《正逢》在家吃麵-拉麵(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,159_G2-1《正逢》在家吃麵-拉麵(200g/包)_15_215.25_麵條
160,G2-2,《正逢》在家吃麵-細麵(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,160_G2-2《正逢》在家吃麵-細麵(200g/包)_15_215.25_麵條
161,G2-3,《正逢》在家吃麵-油麵(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,161_G2-3《正逢》在家吃麵-油麵(200g/包)_15_215.25_麵條
162,G2-4,《正逢》在家吃麵-壽麵線(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,162_G2-4《正逢》在家吃麵-壽麵線(200g/包)_15_215.25_麵條
163,G2-5,《正逢》在家吃麵北方細麵(300g/包),22,399,正逢,9.5,2,21,麵條,素食,300,163_G2-5《正逢》在家吃麵北方細麵(300g/包)_22_399_麵條
170,G2-12,《五木》細關東麵(375公克/包),36,440,五木,22,10,2,麵條,素食,375,170_G2-12《五木》細關東麵(375公克/包)_36_440_麵條
171,G2-13,《龍口》台灣油麵(350g/包),32,440,龍口,10,2,22,麵條,素食,350,171_G2-13《龍口》台灣油麵(350g/包)_32_440_麵條
172,G2-14,《統一》好勁道-月見雞蛋風味麵(300g/包),23,440,統一,22,10,2,麵條,素食,300,172_G2-14《統一》好勁道-月見雞蛋風味麵(300g/包)_23_440_麵條
173,G2-15,《統一》好勁道-家常麵條(300g/包),23,440,統一,22,10,2,麵條,素食,300,173_G2-15《統一》好勁道-家常麵條(300g/包)_23_440_麵條
174,G2-16,《統一》好勁道-寬版大麵(300g/包),23,440,統一,22,10,2,麵條,素食,300,174_G2-16《統一》好勁道-寬版大麵(300g/包)_23_440_麵條
175,G2-17,《統一》好勁道-千羽拉麵(320g/包),32,440,統一,10,2,22,麵條,素食,320,175_G2-17《統一》好勁道-千羽拉麵(320g/包)_32_440_麵條
177,G2-19,《日本》讚歧特別工法薄切烏龍麵(220g/包),139,621,日本,9,3,23,麵條,素食,220,177_G2-19《日本》讚歧特別工法薄切烏龍麵(220g/包)_139_621_麵條
178,H1-1,《3點1刻》日月潭奶茶(20g*15包/袋),139,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,178_H1-1《3點1刻》日月潭奶茶(20g*15包/袋)_139_4155.3_沖泡飲
179,H1-2,《3點1刻》沖繩黑糖奶茶(20g*15包/袋),123,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,179_H1-2《3點1刻》沖繩黑糖奶茶(20g*15包/袋)_123_4155.3_沖泡飲
182,H1-5,《3點1刻》經典炭燒奶茶(20gx15包/袋),139,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,182_H1-5《3點1刻》經典炭燒奶茶(20gx15包/袋)_139_4155.3_沖泡飲
183,H1-6,《3點1刻》經典原味奶茶(20gx15包/袋),107,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,183_H1-6《3點1刻》經典原味奶茶(20gx15包/袋)_107_4155.3_沖泡飲
188,H1-11,《立頓》奶茶粉英式經典袋裝(17.5gx18入/包),135,3565,立頓,23,5,31,沖泡飲,素食,315,188_H1-11《立頓》奶茶粉英式經典袋裝(17.5gx18入/包)_135_3565_沖泡飲
189,H1-12,《立頓》奶茶粉原味量販包(20gX24入/包),130,3565,立頓,23,5,31,沖泡飲,素食,480,189_H1-12《立頓》奶茶粉原味量販包(20gX24入/包)_130_3565_沖泡飲
190,H1-13,《立頓》奶茶粉原味罐裝(450g),115,1173.25,立頓,9.5,13,9.5,沖泡飲,素食,450,190_H1-13《立頓》奶茶粉原味罐裝(450g)_115_1173.25_沖泡飲
191,H1-14,《立頓》奶茶粉港式鴛鴦咖啡奶茶量販包(18.5g*16),135,3565,立頓,23,5,31,沖泡飲,素食,296,191_H1-14《立頓》奶茶粉港式鴛鴦咖啡奶茶量販包(18.5g*16)_135_3565_沖泡飲
192,H1-15,《伯朗》3合1奶茶(15g*30包),99,3680,伯朗,23,5,32,沖泡飲,素食,450,192_H1-15《伯朗》3合1奶茶(15g*30包)_99_3680_沖泡飲
193,H1-16,《伯朗》奶茶3合1(17gx45包/袋),135,3680,伯朗,23,5,32,沖泡飲,素食,765,193_H1-16《伯朗》奶茶3合1(17gx45包/袋)_135_3680_沖泡飲
194,H1-17,《桂格》北海道鮮奶茶(26G*12),89,3318,桂格,23.7,4,35,沖泡飲,素食,312,194_H1-17《桂格》北海道鮮奶茶(26G*12)_89_3318_沖泡飲
195,H1-18,《馬玉山》抹綠奶茶(20gx16包/袋),97,3630,馬玉山,24,5.5,27.5,沖泡飲,素食,320,195_H1-18《馬玉山》抹綠奶茶(20gx16包/袋)_97_3630_沖泡飲
196,H1-19,《馬玉山》炭香紅奶茶(20gx16包/袋),100,3630,馬玉山,24,5.5,27.5,沖泡飲,素食,320,196_H1-19《馬玉山》炭香紅奶茶(20gx16包/袋)_100_3630_沖泡飲
198,H1-21,《義美》經典原味奶茶(18gx18包/袋),105,3816,義美,24,5,31.8,沖泡飲,素食,324,198_H1-21《義美》經典原味奶茶(18gx18包/袋)_105_3816_沖泡飲
199,H1-22,《廣吉》台灣茶品集-日月潭奶茶(20g*12入),119,3795,廣吉,23,5,33,沖泡飲,素食,240,199_H1-22《廣吉》台灣茶品集-日月潭奶茶(20g*12入)_119_3795_沖泡飲
201,H1-24,《廣吉》法式香草奶茶,198,3795,廣吉,23,5,33,沖泡飲,素食,240,201_H1-24《廣吉》法式香草奶茶_198_3795_沖泡飲
210,H1-33,《桂格》超級北海道-堅果(30G*10入/袋),111,3318,桂格,23.7,4,35,沖泡飲,素食,300,210_H1-33《桂格》超級北海道-堅果(30G*10入/袋)_111_3318_沖泡飲
214,H1-37,《桂格》超級無糖穀珍玄米(28G*10入/袋),115,3318,桂格,23.7,4,35,沖泡飲,素食,280,214_H1-37《桂格》超級無糖穀珍玄米(28G*10入/袋)_115_3318_沖泡飲
215,H1-38,《桂格》黑穀珍寶穀精(32g*12包/袋),98,3318,桂格,23.7,4,35,沖泡飲,素食,384,215_H1-38《桂格》黑穀珍寶穀精(32g*12包/袋)_98_3318_沖泡飲
216,H1-39,《桂格》榖珍紫米紫山藥蓮藕(28g*12包/袋),94,3318,桂格,23.7,4,35,沖泡飲,素食,336,216_H1-39《桂格》榖珍紫米紫山藥蓮藕(28g*12包/袋)_94_3318_沖泡飲
218,H1-41,《桂格》穀珍堅果多多-松子堅果(30g*12包/袋),89,3318,桂格,23.7,4,35,沖泡飲,素食,360,218_H1-41《桂格》穀珍堅果多多-松子堅果(30g*12包/袋)_89_3318_沖泡飲
219,H1-42,《桂格》穀珍堅果多多-堅果芝麻糊(30g*12包/袋),85,3318,桂格,23.7,4,35,沖泡飲,素食,360,219_H1-42《桂格》穀珍堅果多多-堅果芝麻糊(30g*12包/袋)_85_3318_沖泡飲
220,H1-43,《桂格》穀珍無糖核桃堅果(27g*12包/袋),85,3318,桂格,23.7,4,35,沖泡飲,素食,324,220_H1-43《桂格》穀珍無糖核桃堅果(27g*12包/袋)_85_3318_沖泡飲
221,H1-44,《桂格》穀珍無糖健康全穀餐(25gx12包/袋),94,3318,桂格,23.7,4,35,沖泡飲,素食,300,221_H1-44《桂格》穀珍無糖健康全穀餐(25gx12包/袋)_94_3318_沖泡飲
222,H1-45,《桂格》鮮榖王-五種健康豆(38g*10包/袋),86,3318,桂格,23.7,4,35,沖泡飲,素食,380,222_H1-45《桂格》鮮榖王-五種健康豆(38g*10包/袋)_86_3318_沖泡飲
223,H1-46,《桂格》鮮榖王-五種健康菇(26g*10包/袋),95,3318,桂格,23.7,4,35,沖泡飲,素食,260,223_H1-46《桂格》鮮榖王-五種健康菇(26g*10包/袋)_95_3318_沖泡飲
224,H1-47,《桂格》鮮榖王-莓果多(30g*10包/袋),86,3318,桂格,23.7,4,35,沖泡飲,素食,300,224_H1-47《桂格》鮮榖王-莓果多(30g*10包/袋)_86_3318_沖泡飲
225,H1-48,《馬玉山》冰糖杏仁茶(30gx14包/袋),89,3696,馬玉山,24,5,30.8,沖泡飲,素食,420,225_H1-48《馬玉山》冰糖杏仁茶(30gx14包/袋)_89_3696_沖泡飲
226,H1-49,《馬玉山》高纖山藥多穀蔬菜粥(35g×12pcs(包)),99,3696,馬玉山,24,5,30.8,沖泡飲,素食,420,226_H1-49《馬玉山》高纖山藥多穀蔬菜粥(35g×12pcs(包))_99_3696_沖泡飲
227,H1-50,《馬玉山》高纖蔬菜胚芽(35gx12包/袋),109,3696,馬玉山,24,5,30.8,沖泡飲,素食,420,227_H1-50《馬玉山》高纖蔬菜胚芽(35gx12包/袋)_109_3696_沖泡飲
228,H1-51,《馬玉山》黑豆全榖滋養餐(30gx14包/袋),99,3696,馬玉山,24,5,30.8,沖泡飲,素食,420,228_H1-51《馬玉山》黑豆全榖滋養餐(30gx14包/袋)_99_3696_沖泡飲
229,H1-52,《馬玉山》黑豆多穀養生飲(30g×14pcs(包)),99,3696,馬玉山,24,5,30.8,沖泡飲,素食,420,229_H1-52《馬玉山》黑豆多穀養生飲(30g×14pcs(包))_99_3696_沖泡飲
230,H1-53,《馬玉山》黑芝麻糊(30g*14包/袋),99,3696,馬玉山,24,5,30.8,沖泡飲,素食,390,230_H1-53《馬玉山》黑芝麻糊(30g*14包/袋)_99_3696_沖泡飲
231,H1-54,《馬玉山》榛果杏仁茶(30g*13包/袋),96,3696,馬玉山,24,5,30.8,沖泡飲,素食,420,231_H1-54《馬玉山》榛果杏仁茶(30g*13包/袋)_96_3696_沖泡飲
232,H1-55,《馬玉山》蔬菜多穀麥胚芽(35g×12pcs(包)),109,3696,馬玉山,24,5,30.8,沖泡飲,素食,420,232_H1-55《馬玉山》蔬菜多穀麥胚芽(35g×12pcs(包))_109_3696_沖泡飲
233,H1-56,《義美》冰糖杏仁茶(30g*14包/袋),119,3816,義美,24,5,31.8,沖泡飲,素食,420,233_H1-56《義美》冰糖杏仁茶(30g*14包/袋)_119_3816_沖泡飲
238,H1-61,《萬歲牌》元氣堅果飲-松子堅果飲(28gx12包/袋),109,4356,萬歲牌,24,5.5,33,沖泡飲,素食,336,238_H1-61《萬歲牌》元氣堅果飲-松子堅果飲(28gx12包/袋)_109_4356_沖泡飲
239,H1-62,《萬歲牌》元氣堅果飲-芝麻堅果飲(28gx12包/袋),97,4356,萬歲牌,24,5.5,33,沖泡飲,素食,336,239_H1-62《萬歲牌》元氣堅果飲-芝麻堅果飲(28gx12包/袋)_97_4356_沖泡飲
240,H1-63,《萬歲牌》元氣堅果飲-腰果堅果飲(28gx12包/袋),94,4356,萬歲牌,24,5.5,33,沖泡飲,素食,336,240_H1-63《萬歲牌》元氣堅果飲-腰果堅果飲(28gx12包/袋)_94_4356_沖泡飲
241,H1-64,《萬歲牌》燕麥堅果飲-海苔昆布燕麥(32g*10包/袋),103,4356,萬歲牌,24,5.5,33,沖泡飲,素食,320,241_H1-64《萬歲牌》燕麥堅果飲-海苔昆布燕麥(32g*10包/袋)_103_4356_沖泡飲
243,H1-66,《廣吉》堅果飲-南瓜子紫米(30g*10包),89,4174.5,廣吉,23,5.5,33,沖泡飲,素食,300,243_H1-66《廣吉》堅果飲-南瓜子紫米(30g*10包)_89_4174.5_沖泡飲
244,H1-67,《廣吉》堅果飲-夏威夷杏仁(30g*10包/袋),82,4174.5,廣吉,23,5.5,33,沖泡飲,素食,300,244_H1-67《廣吉》堅果飲-夏威夷杏仁(30g*10包/袋)_82_4174.5_沖泡飲
246,H1-69,《廣吉》堅果飲-腰果山藥(30g*10包),89,4174.5,廣吉,23,5.5,33,沖泡飲,素食,300,246_H1-69《廣吉》堅果飲-腰果山藥(30g*10包)_89_4174.5_沖泡飲
248,H1-71,《廣吉》減糖冰糖杏仁(30g*10包/袋),71,4174.5,廣吉,23,5.5,33,沖泡飲,素食,300,248_H1-71《廣吉》減糖冰糖杏仁(30g*10包/袋)_71_4174.5_沖泡飲
249,H1-72,《廣吉》減糖黑五珍(30g*10包/袋),69,4174.5,廣吉,23,5.5,33,沖泡飲,素食,300,249_H1-72《廣吉》減糖黑五珍(30g*10包/袋)_69_4174.5_沖泡飲
251,H1-74,《薌園》山藥薏仁粉(30gX12入/包),79,3509,薌園,22,5.5,29,沖泡飲,素食,360,251_H1-74《薌園》山藥薏仁粉(30gX12入/包)_79_3509_沖泡飲
252,H1-75,《薌園》仙草龜苓膏(15g*10包/袋),89,3509,薌園,22,5.5,29,沖泡飲,素食,150,252_H1-75《薌園》仙草龜苓膏(15g*10包/袋)_89_3509_沖泡飲
253,H1-76,《薌園》本草營養豆漿粉(25 公克*36/盒),270,3509,薌園,22,5.5,29,沖泡飲,素食,900,253_H1-76《薌園》本草營養豆漿粉(25 公克*36/盒)_270_3509_沖泡飲
255,H1-78,《薌園》黑五穀豆漿(25gx12包/袋),89,3509,薌園,22,5.5,29,沖泡飲,素食,300,255_H1-78《薌園》黑五穀豆漿(25gx12包/袋)_89_3509_沖泡飲
256,H1-79,《薌園》蓮藕芝麻糊(30g*10包/袋),89,3509,薌園,22,5.5,29,沖泡飲,素食,300,256_H1-79《薌園》蓮藕芝麻糊(30g*10包/袋)_89_3509_沖泡飲
257,I1-1,《愛之味》鮮味脆瓜(170g瓶),30,338,愛之味,6.5,6.5,8,罐頭_瓜,素食,170,257_I1-1《愛之味》鮮味脆瓜(170g瓶)_30_338_罐頭_瓜
258,I1-2,《愛之味》青脆菜心(180g瓶),36,338,愛之味,6.5,6.5,8,罐頭_瓜,素食,180,258_I1-2《愛之味》青脆菜心(180g瓶)_36_338_罐頭_瓜
259,I1-3,《愛之味》壺底蔭瓜(140g罐),35,242,愛之味,5.5,5.5,8,罐頭_瓜,素食,140,259_I1-3《愛之味》壺底蔭瓜(140g罐)_35_242_罐頭_瓜
260,I1-4,《大茂》幼條瓜(170g瓶),28,338,大茂,6.5,6.5,8,罐頭_瓜,素食,360,260_I1-4《大茂》幼條瓜(170g瓶)_28_338_罐頭_瓜
264,I1-8,《大茂》蔭瓜(120g瓶),30,257.13,大茂,5.5,5.5,8.5,罐頭_瓜,素食,120,264_I1-8《大茂》蔭瓜(120g瓶)_30_257.125_罐頭_瓜
