序,產品代號,品名,單價,體積,廠牌,長,寬,高,種類,葷素,重量(g),"輸入格式(序,產品代碼+品名,單價,體積,種類)"
408,J2-53,《崇德發》?有機紅葡萄汁?(295ml*4入/組),169,2744.34,崇德發,12.7,14.7,14.7,飲料_甜品_多入裝,素食,1180,408_J2-53《崇德發》?有機紅葡萄汁?(295ml*4入/組)_169_2744.343_飲料_甜品_多入裝
413,J2-58,《義美》小寶吉純汁-葡萄?(125cc*6包/組),62,849.02,義美,14.4,8.8,6.7,飲料_甜品_多入裝,素食,854,413_J2-58《義美》小寶吉純汁-葡萄?(125cc*6包/組)_62_849.024_飲料_甜品_多入裝
419,J2-64,《七星》白葡萄汽泡香檳(370ml瓶),80,1943.5,七星,6.5,13,23,飲料_甜品_多入裝,素食,370,419_J2-64《七星》白葡萄汽泡香檳(370ml瓶)_80_1943.5_飲料_甜品_多入裝
422,J2-67,《可口可樂》Zero(330ml罐),75,1014,可口可樂,6.5,13,12,飲料_甜品_多入裝,素食,353,422_J2-67《可口可樂》Zero(330ml罐)_75_1014_飲料_甜品_多入裝
430,J2-75,《黑松》汽水(330ml罐),72,1014,黑松,6.5,13,12,飲料_甜品_多入裝,素食,353,430_J2-75《黑松》汽水(330ml罐)_72_1014_飲料_甜品_多入裝
432,J2-77,《維大力》汽水(330ml瓶),72,1014,維大力,6.5,13,12,飲料_甜品_多入裝,素食,353,432_J2-77《維大力》汽水(330ml瓶)_72_1014_飲料_甜品_多入裝
434,K1-1,《味丹》味味A冬菜鴨肉冬粉(60gx3碗/組),55,4704,味丹,42,14,8,泡麵_家庭號,葷食,180,434_K1-1《味丹》味味A冬菜鴨肉冬粉(60gx3碗/組)_55_4704_泡麵_家庭號
435,K1-2,《味丹》味味A排骨雞麵(90gx3碗/組),55,4704,味丹,42,14,8,泡麵_家庭號,葷食,270,435_K1-2《味丹》味味A排骨雞麵(90gx3碗/組)_55_4704_泡麵_家庭號
436,K1-3,《味丹》味味一品皇朝牛筋麵(185gx2入/組),82,4704,味丹,42,14,8,泡麵_家庭號,葷食,370,436_K1-3《味丹》味味一品皇朝牛筋麵(185gx2入/組)_82_4704_泡麵_家庭號
439,K1-6,《味丹》味味一品極品紅燒牛肉麵(178g*2入/組),82,4704,味丹,42,14,8,泡麵_家庭號,葷食,356,439_K1-6《味丹》味味一品極品紅燒牛肉麵(178g*2入/組)_82_4704_泡麵_家庭號
440,K1-7,《味丹》雙響泡火山岩燒豚骨湯麵(110g*3桶/組),78,4704,味丹,42,14,8,泡麵_家庭號,葷食,330,440_K1-7《味丹》雙響泡火山岩燒豚骨湯麵(110g*3桶/組)_78_4704_泡麵_家庭號
441,K1-8,《味丹》雙響泡京醬牛肉桶麵(105gx3桶/組),74,4704,味丹,42,14,8,泡麵_家庭號,葷食,315,441_K1-8《味丹》雙響泡京醬牛肉桶麵(105gx3桶/組)_74_4704_泡麵_家庭號
445,K1-12,《味王》香菇肉羹湯麵(88gx3入/組),56,4704,味王,42,14,8,泡麵_家庭號,葷食,264,445_K1-12《味王》香菇肉羹湯麵(88gx3入/組)_56_4704_泡麵_家庭號
446,K1-13,《味王》麻油雞絲湯麵(85g*3入/組),55,4704,味王,42,14,8,泡麵_家庭號,葷食,255,446_K1-13《味王》麻油雞絲湯麵(85g*3入/組)_55_4704_泡麵_家庭號
447,K1-14,《維力》一度贊老甕牛肉麵(185gx2碗/組),88,5206.25,維力,35,17.5,8.5,泡麵_家庭號,葷食,370,447_K1-14《維力》一度贊老甕牛肉麵(185gx2碗/組)_88_5206.25_泡麵_家庭號
448,K1-15,《維力》一度贊-沙茶牛肉麵(200gx2碗/組),96,5206.25,維力,35,17.5,8.5,泡麵_家庭號,葷食,400,448_K1-15《維力》一度贊-沙茶牛肉麵(200gx2碗/組)_96_5206.25_泡麵_家庭號
449,K1-16,《維力》一度贊-紅燒牛肉麵(200gx2碗/組),95,5206.25,維力,35,17.5,8.5,泡麵_家庭號,葷食,400,449_K1-16《維力》一度贊-紅燒牛肉麵(200gx2碗/組)_95_5206.25_泡麵_家庭號
450,K1-17,《維力》一度贊-爌肉麵(200g*2碗/組),88,5206.25,維力,35,17.5,8.5,泡麵_家庭號,葷食,400,450_K1-17《維力》一度贊-爌肉麵(200g*2碗/組)_88_5206.25_泡麵_家庭號
451,K1-18,《維力》大乾碗酒香椒麻雞風味麵(110g*2入/組),49,5206.25,維力,35,17.5,8.5,泡麵_家庭號,葷食,220,451_K1-18《維力》大乾碗酒香椒麻雞風味麵(110g*2入/組)_49_5206.25_泡麵_家庭號
461,K1-28,《維力》素食炸醬桶(90g*3桶/組),62,4704,維力,42,14,8,泡麵_家庭號,葷食,270,461_K1-28《維力》素食炸醬桶(90g*3桶/組)_62_4704_泡麵_家庭號
462,K1-29,《雙響泡》勁濃豬肉湯麵(106g*3/組),80,6277.11,雙響泡,42.1,14.2,10.5,泡麵_家庭號,葷食,318,462_K1-29《雙響泡》勁濃豬肉湯麵(106g*3/組)_80_6277.11_泡麵_家庭號
470,L1-8,《橘平屋》日式36束海苔經濟包(31.2g/包),109,1768,橘平屋,17,4,26,餅乾_堅果海苔,素食,21,470_L1-8《橘平屋》日式36束海苔經濟包(31.2g/包)_109_1768_餅乾_堅果海苔
471,L1-9,《元本山》海苔(5.2公克(6束入) *5包),99,3016,聯華,14.5,8,26,餅乾_堅果海苔,素食,25,471_L1-9《元本山》海苔(5.2公克(6束入) *5包)_99_3016_餅乾_堅果海苔
481,L1-19,《恰好》綜合香香豆(300g/包),65,1560,恰好,13,5,24,餅乾_堅果海苔,素食,300,481_L1-19《恰好》綜合香香豆(300g/包)_65_1560_餅乾_堅果海苔
482,L1-20,《盛香珍》麻辣青豆(220g/包),49,1750,盛香珍,17.5,4,25,餅乾_堅果海苔,葷食,220,482_L1-20《盛香珍》麻辣青豆(220g/包)_49_1750_餅乾_堅果海苔
491,L1-29,《義美》鹹酥碗豆(151g/包),40,1564,義美,17,4,23,餅乾_堅果海苔,素食,151,491_L1-29《義美》鹹酥碗豆(151g/包)_40_1564_餅乾_堅果海苔
498,L1-36,《義美》蜜汁腰果(108g/包),80,682.5,義美,13,15,3.5,餅乾_堅果海苔,葷食,108,498_L1-36《義美》蜜汁腰果(108g/包)_80_682.5_餅乾_堅果海苔
499,L1-37,《義美》原味綜合堅果(145g/包),129,780,義美,13,15,4,餅乾_堅果海苔,素食,145,499_L1-37《義美》原味綜合堅果(145g/包)_129_780_餅乾_堅果海苔
514,L1-52,《萬歲牌》芥末杏仁果(180g/包),100,682.5,聯華,13,3.5,15,餅乾_堅果海苔,素食,180,514_L1-52《萬歲牌》芥末杏仁果(180g/包)_100_682.5_餅乾_堅果海苔
515,L1-53,《萬歲牌》楓糖腰果(180g/包),105,682.5,聯華,13,3.5,15,餅乾_堅果海苔,葷食,180,515_L1-53《萬歲牌》楓糖腰果(180g/包)_105_682.5_餅乾_堅果海苔
521,L1-59,《萬歲牌》無調味綜合果(180g/包),145,685.13,聯華,13.5,3.5,14.5,餅乾_堅果海苔,素食,180,521_L1-59《萬歲牌》無調味綜合果(180g/包)_145_685.125_餅乾_堅果海苔
522,L2-1,《Lay's樂事》樂多組合包(237g(5包)/袋),79,6300,Lay's樂事,30,30,7,餅乾_組合包,葷食,237,522_L2-1《Lay's樂事》樂多組合包(237g(5包)/袋)_79_6300_餅乾_組合包
523,L2-2,《Lay's樂事》享樂包(189g(6包)/袋),45,6300,Lay's樂事,30,30,7,餅乾_組合包,葷食,189,523_L2-2《Lay's樂事》享樂包(189g(6包)/袋)_45_6300_餅乾_組合包
531,L2-10,《乖乖》奶油椰子(52g*4包/組),60,4680,乖乖,12,13,30,餅乾_組合包,葷食,208,531_L2-10《乖乖》奶油椰子(52g*4包/組)_60_4680_餅乾_組合包
532,L2-11,《乖乖》煉乳玉米脆果(52g*4包/組),59,4680,乖乖,12,13,30,餅乾_組合包,葷食,208,532_L2-11《乖乖》煉乳玉米脆果(52g*4包/組)_59_4680_餅乾_組合包
533,L2-12,《旺旺》浪味仙分享包(42g*4包/袋),59,4680,旺旺,12,13,30,餅乾_組合包,葷食,168,533_L2-12《旺旺》浪味仙分享包(42g*4包/袋)_59_4680_餅乾_組合包
535,L2-14,《旺旺》波貝仙經濟包(350公克/包),85,6887.5,旺旺,25,29,9.5,餅乾_組合包,素食,350,535_L2-14《旺旺》波貝仙經濟包(350公克/包)_85_6887.5_餅乾_組合包
541,L2-20,《旺旺》紅麴物語經濟包(240g/包),109,5800,旺旺,29,25,8,餅乾_組合包,素食,240,541_L2-20《旺旺》紅麴物語經濟包(240g/包)_109_5800_餅乾_組合包
543,L2-22,《旺旺》厚燒海苔(160g/包),45,1976,旺旺,26,19,4,餅乾_組合包,素食,160,543_L2-22《旺旺》厚燒海苔(160g/包)_45_1976_餅乾_組合包
544,L2-23,《旺旺》雪燒(170g/包),39,2125,旺旺,17,5,25,餅乾_組合包,素食,170,544_L2-23《旺旺》雪燒(170g/包)_39_2125_餅乾_組合包
553,L2-32,《聯華》可樂果古早味量販包(57g*4包/袋),62,6300,聯華,30,30,7,餅乾_組合包,葷食,228,553_L2-32《聯華》可樂果古早味量販包(57g*4包/袋)_62_6300_餅乾_組合包
554,L2-33,《聯華》可樂果量販包-辣味(57g*4包/袋),58,6300,聯華,30,30,7,餅乾_組合包,葷食,228,554_L2-33《聯華》可樂果量販包-辣味(57g*4包/袋)_58_6300_餅乾_組合包
555,L3-1,《HAITAI》海太蘇打餅(162g/盒),42,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,162,555_L3-1《HAITAI》海太蘇打餅(162g/盒)_42_1518_餅乾_蘇打餅
556,L3-2,《HAITAI》海太蔬菜營養餅乾(194g/盒),49,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,194,556_L3-2《HAITAI》海太蔬菜營養餅乾(194g/盒)_49_1518_餅乾_蘇打餅
560,L3-6,《HAITAI》海太海苔加鈣營養餅(197g/盒),49,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,197,560_L3-6《HAITAI》海太海苔加鈣營養餅(197g/盒)_49_1518_餅乾_蘇打餅
561,L3-7,《HAITAI》海太牧場鮮乳餅(162g/盒),49,1518,HAITAI,22,6,11.5,餅乾_蘇打餅,葷食,162,561_L3-7《HAITAI》海太牧場鮮乳餅(162g/盒)_49_1518_餅乾_蘇打餅
564,L3-10,《中祥》麥穗蘇打(160g/包),23,880,中祥,11,5,16,餅乾_蘇打餅,葷食,160,564_L3-10《中祥》麥穗蘇打(160g/包)_23_880_餅乾_蘇打餅
571,L3-17,《喜年來》牛奶營養餅(180g/盒),55,2062.5,喜年來,12.5,7.5,22,餅乾_蘇打餅,葷食,180,571_L3-17《喜年來》牛奶營養餅(180g/盒)_55_2062.5_餅乾_蘇打餅
572,L3-18,《喜年來》椰奶營養餅(180g/盒),55,2062.5,喜年來,12.5,7.5,22,餅乾_蘇打餅,葷食,180,572_L3-18《喜年來》椰奶營養餅(180g/盒)_55_2062.5_餅乾_蘇打餅
574,L3-20,《喜年來》亞麻仁蕎麥蘇打餅乾超值包(207g/盒),59,1940.63,喜年來,11.5,7.5,22.5,餅乾_蘇打餅,葷食,207,574_L3-20《喜年來》亞麻仁蕎麥蘇打餅乾超值包(207g/盒)_59_1940.625_餅乾_蘇打餅
575,L3-21,《義美》美味紫菜蘇打餅乾(192g/盒),47,885.5,義美,23,3.5,11,餅乾_蘇打餅,葷食,192,575_L3-21《義美》美味紫菜蘇打餅乾(192g/盒)_47_885.5_餅乾_蘇打餅
577,L3-23,《義美》天然取向蘇打餅乾-紫菜(140g/盒),28,1323,義美,21,9,7,餅乾_蘇打餅,葷食,140,577_L3-23《義美》天然取向蘇打餅乾-紫菜(140g/盒)_28_1323_餅乾_蘇打餅
581,L3-27,《優龍》ACE小麥胚芽餅(200g/盒),55,1391.5,優龍,23,5.5,11,餅乾_蘇打餅,葷食,200,581_L3-27《優龍》ACE小麥胚芽餅(200g/盒)_55_1391.5_餅乾_蘇打餅
583,L3-29,《優龍》ACE竹鹽蘇打餅乾(149g),50,1391.5,優龍,23,5.5,11,餅乾_蘇打餅,葷食,149,583_L3-29《優龍》ACE竹鹽蘇打餅乾(149g)_50_1391.5_餅乾_蘇打餅
584,L4-1,《Lay's樂事》樂事波樂九州岩燒海苔洋芋片(97g/包),35,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,97,584_L4-1《Lay's樂事》樂事波樂九州岩燒海苔洋芋片(97g/包)_35_2625_餅乾_洋芋片
589,L4-6,《Lay's樂事》波樂海鮮總匯洋芋片(97g/包),35,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,97,589_L4-6《Lay's樂事》波樂海鮮總匯洋芋片(97g/包)_35_2625_餅乾_洋芋片
591,L4-8,《Lay's樂事》波樂香烤肋排洋芋片(97g/包),35,2625,Lay's樂事,15,7,25,餅乾_洋芋片,葷食,97,591_L4-8《Lay's樂事》波樂香烤肋排洋芋片(97g/包)_35_2625_餅乾_洋芋片
610,L4-27,《華元》波的多厚切洋芋片-蚵仔煎辣味(82g/包),34,2625,華元,15,7,25,餅乾_洋芋片,葷食,82,610_L4-27《華元》波的多厚切洋芋片-蚵仔煎辣味(82g/包)_34_2625_餅乾_洋芋片
614,L4-31,《華元》波的多歡樂派對包-蚵仔煎口味(180g/包),49,2625,華元,15,7,25,餅乾_洋芋片,葷食,180,614_L4-31《華元》波的多歡樂派對包-蚵仔煎口味(180g/包)_49_2625_餅乾_洋芋片
620,L4-37,《聯華》卡迪那厚切牛排(110g/包),39,2625,聯華,15,7,25,餅乾_洋芋片,葷食,110,620_L4-37《聯華》卡迪那厚切牛排(110g/包)_39_2625_餅乾_洋芋片
625,L4-42,《Jacker》傑可洋芋片-蔬菜(160g/罐),49,1376,Jacker洋芋,8,8,21.5,餅乾_洋芋片,葷食,160,625_L4-42《Jacker》傑可洋芋片-蔬菜(160g/罐)_49_1376_餅乾_洋芋片
626,L4-43,《Jacker》傑可洋芋片-蕃茄(160g/罐),49,1376,Jacker洋芋,8,8,21.5,餅乾_洋芋片,葷食,160,626_L4-43《Jacker》傑可洋芋片-蕃茄(160g/罐)_49_1376_餅乾_洋芋片
632,L4-49,《Pringles》品客洋芋片-比薩口味(134公克/罐),55,1376,品客,8,8,21.5,餅乾_洋芋片,葷食,134,632_L4-49《Pringles》品客洋芋片-比薩口味(134公克/罐)_55_1376_餅乾_洋芋片
634,L4-51,《Lay's樂事》家庭號韓式香辣洋芋片(260g/盒),79,2310,Lay's樂事,21,5.5,20,餅乾_洋芋片,葷食,260,634_L4-51《Lay's樂事》家庭號韓式香辣洋芋片(260g/盒)_79_2310_餅乾_洋芋片
640,L5-2,《LOTTE》樂天蛋黃派(23gx6包/盒),59,1394.25,LOTTE樂天,13,5.5,19.5,餅乾_中西小點,葷食,138,640_L5-2《LOTTE》樂天蛋黃派(23gx6包/盒)_59_1394.25_餅乾_中西小點
641,L5-3,《LOTTE》樂天巧克力派(336g/包),72,750,LOTTE樂天,15,5,10,餅乾_中西小點,葷食,336,641_L5-3《LOTTE》樂天巧克力派(336g/包)_72_750_餅乾_中西小點
644,L5-6,《Market O》布朗尼蛋糕(80g/盒),79,735,Market O,15,5,9.8,餅乾_中西小點,葷食,80,644_L5-6《Market O》布朗尼蛋糕(80g/盒)_79_735_餅乾_中西小點
645,L5-7,《可口》楓糖派量販包(116g/盒),55,956.25,可口,22.5,5,8.5,餅乾_中西小點,葷食,116,645_L5-7《可口》楓糖派量販包(116g/盒)_55_956.25_餅乾_中西小點
656,L5-18,《宏亞》77新貴派巧克力花生18塊(288g/盒),59,2280,宏亞,19,6,20,餅乾_中西小點,葷食,288,656_L5-18《宏亞》77新貴派巧克力花生18塊(288g/盒)_59_2280_餅乾_中西小點
659,L5-21,《宏亞》77蜜蘭諾-鬆塔(192g/盒),59,2152.5,宏亞,21,5,20.5,餅乾_中西小點,葷食,192,659_L5-21《宏亞》77蜜蘭諾-鬆塔(192g/盒)_59_2152.5_餅乾_中西小點
676,L5-38,《義美》牛奶法蘭酥(90g/盒),53,2265.25,義美,17,6.5,20.5,餅乾_中西小點,葷食,90,676_L5-38《義美》牛奶法蘭酥(90g/盒)_53_2265.25_餅乾_中西小點
724,L5-86,《孔雀》捲心餅-草莓奶昔(189g/盒),59,2281.5,乖乖,19.5,9,13,餅乾_中西小點,葷食,189,724_L5-86《孔雀》捲心餅-草莓奶昔(189g/盒)_59_2281.5_餅乾_中西小點
729,L5-91,《義美》鮮乳卷(咖啡)(215g/盒),79,2178,義美,16.5,6,22,餅乾_中西小點,葷食,215,729_L5-91《義美》鮮乳卷(咖啡)(215g/盒)_79_2178_餅乾_中西小點
730,L5-92,《盛香珍》捲心酥草莓(200g/盒),59,2150.5,盛香珍,5.5,17,23,餅乾_中西小點,葷食,200,730_L5-92《盛香珍》捲心酥草莓(200g/盒)_59_2150.5_餅乾_中西小點
758,L5-120,《健康日誌》韓式泡菜脆餅(192g/包),49,1890,健康日誌,21,15,6,餅乾_中西小點,葷食,192,758_L5-120《健康日誌》韓式泡菜脆餅(192g/包)_49_1890_餅乾_中西小點
769,L5-131,《喜年來》紅麴薄餅量販盒(20g*15包/盒),79,2520,喜年來,12,10,21,餅乾_中西小點,葷食,300,769_L5-131《喜年來》紅麴薄餅量販盒(20g*15包/盒)_79_2520_餅乾_中西小點
770,L5-132,《RITZ》麗滋餅乾家庭號(300g/盒),89,1732.5,RITZ麗滋,15,5.5,21,餅乾_中西小點,素食,300,770_L5-132《RITZ》麗滋餅乾家庭號(300g/盒)_89_1732.5_餅乾_中西小點
772,L5-134,《旺旺》一定要吃-原味(70g),25,1237.5,旺旺,12.5,18,5.5,餅乾_中西小點,素食,70,772_L5-134《旺旺》一定要吃-原味(70g)_25_1237.5_餅乾_中西小點
773,L5-135,《旺旺》小小酥綜合(150g/包),43,2584,旺旺,16,19,8.5,餅乾_中西小點,素食,150,773_L5-135《旺旺》小小酥綜合(150g/包)_43_2584_餅乾_中西小點
774,L5-136,《有田製?》乳幼米果-胡蘿蔔(60g/包),45,1568,有田製?,14,16,7,餅乾_中西小點,素食,60,774_L5-136《有田製?》乳幼米果-胡蘿蔔(60g/包)_45_1568_餅乾_中西小點
775,L5-137,《有田製?》蔬菜家族(60g/包),49,1568,有田製?,14,16,7,餅乾_中西小點,素食,60,775_L5-137《有田製?》蔬菜家族(60g/包)_49_1568_餅乾_中西小點
776,L5-138,《有田製?》乳幼米果-水果(60g/包),49,1568,有田製?,14,16,7,餅乾_中西小點,素食,60,776_L5-138《有田製?》乳幼米果-水果(60g/包)_49_1568_餅乾_中西小點
